<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.10.19;16:15:00;112920;112950;112890;112920;247;477;10
2020.10.19;16:16:00;112910;113000;112890;113000;371;814;10
2020.10.19;16:17:00;113000;113010;112960;112970;284;632;10
2020.10.19;16:18:00;112990;113030;112980;113020;320;731;10
2020.10.19;16:19:00;113010;113030;112980;112980;259;578;10
2020.10.19;16:20:00;112980;113000;112970;112990;155;269;10
2020.10.19;16:21:00;112990;112990;112940;112960;196;425;10
2020.10.19;16:22:00;112960;112980;112950;112970;118;214;10
2020.10.19;16:23:00;112960;112980;112940;112950;86;171;10
2020.10.19;16:24:00;112950;113030;112940;113020;290;507;10
2020.10.19;16:25:00;113010;113010;112960;112970;173;299;10
2020.10.19;16:26:00;112970;112980;112900;112950;224;422;10
2020.10.19;16:27:00;112960;112980;112930;112950;186;355;10
2020.10.19;16:28:00;112950;112970;112930;112950;95;153;10
2020.10.19;16:29:00;112960;113020;112940;113000;186;380;10
2020.10.19;16:30:00;113010;113140;112970;113110;1160;2468;10
2020.10.19;16:31:00;113100;113120;113030;113080;600;1099;10
2020.10.19;16:32:00;113090;113100;112930;113030;738;1710;10
2020.10.19;16:33:00;113030;113120;113010;113060;600;1162;10
2020.10.19;16:34:00;113060;113110;113020;113100;404;759;10
2020.10.19;16:35:00;113110;113160;113090;113100;606;1723;10
2020.10.19;16:36:00;113100;113100;113010;113030;328;645;10
2020.10.19;16:37:00;113040;113070;113000;113070;176;350;10
2020.10.19;16:38:00;113070;113100;113050;113060;166;261;10
2020.10.19;16:39:00;113050;113050;113000;113030;226;432;10
2020.10.19;16:40:00;113050;113120;113040;113100;282;504;10
2020.10.19;16:41:00;113100;113140;113080;113110;325;655;10
2020.10.19;16:42:00;113120;113180;113070;113170;281;589;10
2020.10.19;16:43:00;113160;113240;113160;113210;559;1169;10
2020.10.19;16:44:00;113220;113250;113170;113200;479;1116;10
2020.10.19;16:45:00;113210;113240;113120;113170;508;1005;10
2020.10.19;16:46:00;113170;113240;113160;113230;268;561;10
2020.10.19;16:47:00;113220;113250;113190;113190;274;698;10
2020.10.19;16:48:00;113200;113290;113190;113280;390;1029;10
2020.10.19;16:49:00;113290;113290;113230;113240;252;706;10
2020.10.19;16:50:00;113250;113270;113210;113220;226;620;10
2020.10.19;16:51:00;113230;113250;113200;113200;217;438;10
2020.10.19;16:52:00;113210;113270;113200;113220;298;721;10
2020.10.19;16:53:00;113220;113350;113220;113310;609;1388;10
2020.10.19;16:54:00;113310;113310;113240;113280;393;721;10
2020.10.19;16:55:00;113270;113290;113230;113240;256;504;10
2020.10.19;16:56:00;113230;113330;113220;113300;258;534;10
2020.10.19;16:57:00;113320;113340;113300;113310;136;288;10
2020.10.19;16:58:00;113310;113310;113240;113280;292;578;10
2020.10.19;16:59:00;113280;113280;113180;113200;273;461;10
2020.10.19;17:00:00;113210;113230;113160;113180;463;1019;10
2020.10.19;17:01:00;113180;113220;113170;113220;137;327;10
2020.10.19;17:02:00;113210;113240;113180;113180;342;647;10
2020.10.19;17:03:00;113190;113230;113180;113210;186;398;10
2020.10.19;17:04:00;113220;113250;113200;113200;143;262;10
2020.10.19;17:05:00;113200;113210;113130;113140;370;856;10
2020.10.19;17:06:00;113140;113150;112980;112980;778;1621;10
2020.10.19;17:07:00;113000;113030;112950;113010;560;1195;10
2020.10.19;17:08:00;113010;113050;112980;113010;305;685;10
2020.10.19;17:09:00;113000;113000;112860;112880;831;1915;10
2020.10.19;17:10:00;112890;112890;112810;112860;1005;2183;10
2020.10.19;17:11:00;112870;112870;112740;112850;1279;3056;10
2020.10.19;17:12:00;112840;112890;112820;112870;612;1135;10
2020.10.19;17:13:00;112870;112910;112840;112910;405;876;10
2020.10.19;17:14:00;112910;112980;112890;112960;576;1083;10
2020.10.19;17:15:00;112970;113040;112950;113030;424;816;10
2020.10.19;17:16:00;113040;113110;113020;113100;439;823;10
2020.10.19;17:17:00;113100;113100;113030;113060;214;547;10
2020.10.19;17:18:00;113070;113100;113060;113100;191;398;10
2020.10.19;17:19:00;113110;113130;113080;113100;216;438;10
2020.10.19;17:20:00;113100;113120;113040;113050;351;718;10
2020.10.19;17:21:00;113040;113090;113030;113050;204;522;10
2020.10.19;17:22:00;113060;113110;113040;113110;199;395;10
2020.10.19;17:23:00;113120;113140;113110;113130;183;461;10
2020.10.19;17:24:00;113130;113140;113090;113090;181;348;10
2020.10.19;17:25:00;113100;113130;113080;113090;217;476;10
2020.10.19;17:26:00;113090;113170;113090;113130;249;530;10
2020.10.19;17:27:00;113140;113160;113110;113140;119;259;10
2020.10.19;17:28:00;113150;113200;113130;113140;188;348;10
2020.10.19;17:29:00;113150;113220;113140;113220;265;602;10
2020.10.19;17:30:00;113220;113240;113130;113140;435;881;10
2020.10.19;17:31:00;113130;113140;113090;113100;326;615;10
2020.10.19;17:32:00;113110;113140;113030;113040;569;1214;10
2020.10.19;17:33:00;113030;113050;113010;113040;302;612;10
2020.10.19;17:34:00;113030;113060;113010;113040;280;522;10
2020.10.19;17:35:00;113040;113050;112950;112970;609;1172;10
2020.10.19;17:36:00;112960;112970;112920;112960;341;835;10
2020.10.19;17:37:00;112970;112990;112890;112960;554;1594;10
2020.10.19;17:38:00;112950;112970;112910;112930;335;685;10
2020.10.19;17:39:00;112930;113000;112920;112990;455;1024;10
2020.10.19;17:40:00;112990;113110;112970;113110;618;1351;10
2020.10.19;17:41:00;113110;113170;113080;113130;654;1431;10
2020.10.19;17:42:00;113140;113180;113110;113170;352;682;10
2020.10.19;17:43:00;113160;113190;113140;113140;253;429;10
2020.10.19;17:44:00;113160;113160;113060;113090;427;992;10
2020.10.19;17:45:00;113090;113120;113010;113090;644;1279;10
2020.10.19;17:46:00;113090;113180;113080;113180;559;1199;10
2020.10.19;17:47:00;113180;113240;113140;113160;537;1246;10
2020.10.19;17:48:00;113160;113220;113150;113190;369;757;10
2020.10.19;17:49:00;113190;113220;113160;113220;194;378;10
2020.10.19;17:50:00;113220;113260;113170;113260;409;980;10
2020.10.19;17:51:00;113250;113280;113200;113230;415;899;10
2020.10.19;17:52:00;113220;113250;113200;113250;173;409;10
2020.10.19;17:53:00;113260;113290;113240;113280;363;782;10
2020.10.19;17:54:00;113270;113340;113270;113270;472;928;10
2020.10.19;17:55:00;113270;113320;113260;113310;243;464;10
2020.10.19;17:56:00;113310;113320;113250;113270;340;1088;10
2020.10.19;17:57:00;113270;113350;113260;113310;502;994;10
2020.10.19;17:58:00;113310;113380;113310;113350;449;1141;10
2020.10.19;17:59:00;113340;113380;113320;113350;254;520;10
2020.10.19;18:00:00;113340;113410;113330;113380;695;1716;10
2020.10.19;18:01:00;113390;113450;113370;113450;549;1370;10
2020.10.19;18:02:00;113440;113460;113380;113400;704;1905;10
2020.10.19;18:03:00;113390;113450;113390;113420;256;472;10
2020.10.19;18:04:00;113430;113500;113430;113470;756;1928;10
2020.10.19;18:05:00;113470;113560;113450;113480;1205;2686;10
2020.10.19;18:06:00;113480;113500;113420;113430;627;1319;10
2020.10.19;18:07:00;113430;113430;113390;113400;487;1170;10
2020.10.19;18:08:00;113410;113430;113380;113380;271;788;10
2020.10.19;18:09:00;113380;113400;113360;113370;240;385;10
2020.10.19;18:10:00;113370;113390;113320;113330;386;698;10
2020.10.19;18:11:00;113320;113340;113260;113280;462;1002;10
2020.10.19;18:12:00;113280;113300;113260;113300;237;432;10
2020.10.19;18:13:00;113300;113300;113250;113270;276;559;10
2020.10.19;18:14:00;113280;113330;113240;113320;344;723;10
2020.10.19;18:15:00;113310;113340;113280;113290;380;720;10
2020.10.19;18:16:00;113290;113340;113240;113340;339;665;10
2020.10.19;18:17:00;113350;113410;113350;113380;462;874;10
2020.10.19;18:18:00;113390;113410;113350;113370;269;546;10
2020.10.19;18:19:00;113380;113390;113340;113350;167;322;10
2020.10.19;18:20:00;113350;113390;113260;113300;510;959;10
2020.10.19;18:21:00;113300;113310;113240;113250;207;471;10
2020.10.19;18:22:00;113260;113270;113120;113130;643;1607;10
2020.10.19;18:23:00;113130;113130;113050;113110;929;2141;10
2020.10.19;18:24:00;113110;113120;113020;113050;500;1128;10
2020.10.19;18:25:00;113050;113100;113010;113080;670;1261;10
2020.10.19;18:26:00;113080;113130;113070;113120;426;843;10
2020.10.19;18:27:00;113120;113140;113090;113110;244;559;10
2020.10.19;18:28:00;113110;113180;113100;113180;252;452;10
2020.10.19;18:29:00;113180;113200;113150;113180;357;663;10
2020.10.19;18:30:00;113160;113190;113100;113100;336;725;10
2020.10.19;18:31:00;113090;113100;113030;113070;422;773;10
2020.10.19;18:32:00;113060;113090;113040;113080;236;409;10
2020.10.19;18:33:00;113070;113090;113040;113090;295;596;10
2020.10.19;18:34:00;113090;113120;113070;113100;228;459;10
2020.10.19;18:35:00;113100;113200;113100;113140;393;821;10
2020.10.19;18:36:00;113140;113160;113090;113110;336;650;10
2020.10.19;18:37:00;113110;113160;113090;113140;275;453;10
2020.10.19;18:38:00;113150;113150;113110;113130;116;189;10
2020.10.19;18:39:00;113120;113130;113070;113100;218;378;10
2020.10.19;18:40:00;113100;113110;113040;113100;397;845;10
2020.10.19;18:41:00;113100;113150;113090;113130;136;234;10
2020.10.19;18:42:00;113140;113160;113120;113150;148;364;10
2020.10.19;18:43:00;113150;113170;113100;113100;243;631;10
2020.10.19;18:44:00;113110;113200;113100;113180;510;1193;10
2020.10.19;19:00:00;113150;113170;113050;113120;168;404;10
2020.10.19;19:01:00;113130;113130;113050;113070;135;297;10
2020.10.19;19:02:00;113070;113070;112980;113010;598;1331;10
2020.10.19;19:03:00;113010;113210;113010;113200;515;1037;10
2020.10.19;19:04:00;113200;113220;113120;113130;164;329;10
2020.10.19;19:05:00;113120;113140;113070;113080;185;345;10
2020.10.19;19:06:00;113080;113140;113030;113110;256;493;10
2020.10.19;19:07:00;113110;113160;113110;113140;94;221;10
2020.10.19;19:08:00;113140;113140;113080;113130;114;316;10
2020.10.19;19:09:00;113130;113170;113130;113140;63;104;10
2020.10.19;19:10:00;113150;113190;113140;113170;94;175;10
2020.10.19;19:11:00;113170;113200;113150;113170;110;320;10
2020.10.19;19:12:00;113160;113170;113140;113150;56;93;10
2020.10.19;19:13:00;113150;113150;113100;113120;109;208;10
2020.10.19;19:14:00;113130;113130;113090;113120;75;172;10
2020.10.19;19:15:00;113120;113140;113080;113120;99;256;10
2020.10.19;19:16:00;113130;113180;113120;113130;114;190;10
2020.10.19;19:17:00;113120;113120;113090;113120;69;103;10
2020.10.19;19:18:00;113120;113130;113090;113130;41;63;10
2020.10.19;19:19:00;113140;113180;113140;113140;81;148;10
2020.10.19;19:20:00;113160;113180;113150;113170;42;60;10
2020.10.19;19:21:00;113180;113180;113120;113120;67;142;10
2020.10.19;19:22:00;113110;113130;113110;113120;49;100;10
2020.10.19;19:23:00;113120;113170;113120;113140;52;85;10
2020.10.19;19:24:00;113140;113150;113110;113120;53;102;10
2020.10.19;19:25:00;113120;113120;113060;113080;164;470;10
2020.10.19;19:26:00;113080;113100;113070;113090;47;77;10
2020.10.19;19:27:00;113100;113120;113090;113090;33;51;10
2020.10.19;19:28:00;113100;113110;113090;113100;30;71;10
2020.10.19;19:29:00;113100;113110;113090;113100;19;24;10
2020.10.19;19:30:00;113090;113110;113080;113090;79;224;10
2020.10.19;19:31:00;113100;113110;113090;113100;25;34;10
2020.10.19;19:32:00;113100;113120;113100;113110;33;54;10
2020.10.19;19:33:00;113120;113140;113110;113140;69;164;10
2020.10.19;19:34:00;113130;113140;113090;113090;46;112;10
2020.10.19;19:35:00;113110;113110;113070;113100;108;211;10
2020.10.19;19:36:00;113110;113110;113080;113110;59;83;10
2020.10.19;19:37:00;113120;113140;113100;113120;90;163;10
2020.10.19;19:38:00;113120;113130;113110;113130;24;39;10
2020.10.19;19:39:00;113130;113130;113100;113110;37;57;10
2020.10.19;19:40:00;113110;113120;113100;113110;33;99;10
2020.10.19;19:41:00;113110;113130;113100;113110;51;108;10
2020.10.19;19:42:00;113110;113140;113110;113130;35;47;10
2020.10.19;19:43:00;113130;113140;113120;113140;33;57;10
2020.10.19;19:44:00;113130;113130;113120;113120;16;25;10
2020.10.19;19:45:00;113120;113140;113120;113130;33;74;10
2020.10.19;19:46:00;113140;113140;113120;113130;38;64;10
2020.10.19;19:47:00;113140;113150;113130;113140;23;58;10
2020.10.19;19:48:00;113140;113150;113130;113150;39;115;10
2020.10.19;19:49:00;113150;113150;113140;113140;42;98;10
2020.10.19;19:50:00;113130;113170;113120;113160;89;189;10
2020.10.19;19:51:00;113160;113160;113110;113110;84;194;10
2020.10.19;19:52:00;113120;113140;113100;113140;36;48;10
2020.10.19;19:53:00;113140;113150;113130;113130;30;52;10
2020.10.19;19:54:00;113140;113140;113130;113130;26;32;10
2020.10.19;19:55:00;113130;113150;113130;113130;25;34;10
2020.10.19;19:56:00;113140;113140;113130;113130;25;50;10
2020.10.19;19:57:00;113130;113140;113120;113130;32;77;10
2020.10.19;19:58:00;113140;113140;113120;113130;20;48;10
2020.10.19;19:59:00;113140;113140;113110;113110;31;88;10
2020.10.19;20:00:00;113110;113140;113110;113140;54;97;10
2020.10.19;20:01:00;113140;113140;113030;113050;248;679;10
2020.10.19;20:02:00;113040;113060;113020;113030;235;476;10
2020.10.19;20:03:00;113030;113070;113030;113060;137;343;10
2020.10.19;20:04:00;113070;113070;113020;113030;47;111;10
2020.10.19;20:05:00;113030;113050;113020;113030;67;151;10
2020.10.19;20:06:00;113030;113040;113010;113020;144;345;10
2020.10.19;20:07:00;113020;113030;112990;113030;202;369;10
2020.10.19;20:08:00;113030;113090;113030;113050;122;227;10
2020.10.19;20:09:00;113040;113080;113040;113070;25;40;10
2020.10.19;20:10:00;113070;113140;113060;113110;140;262;10
2020.10.19;20:11:00;113110;113120;113090;113090;58;96;10
2020.10.19;20:12:00;113100;113120;113090;113100;27;49;10
2020.10.19;20:13:00;113100;113110;113090;113110;21;49;10
2020.10.19;20:14:00;113110;113130;113110;113120;69;178;10
2020.10.19;20:15:00;113130;113140;113110;113120;68;239;10
2020.10.19;20:16:00;113120;113130;113110;113110;47;113;10
2020.10.19;20:17:00;113120;113120;113090;113120;35;81;10
2020.10.19;20:18:00;113130;113200;113130;113180;224;507;10
2020.10.19;20:19:00;113170;113180;113150;113180;75;140;10
2020.10.19;20:20:00;113170;113190;113170;113170;48;108;10
2020.10.19;20:21:00;113180;113180;113170;113170;28;62;10
2020.10.19;20:22:00;113170;113180;113170;113180;22;47;10
2020.10.19;20:23:00;113170;113180;113150;113150;27;35;10
2020.10.19;20:24:00;113150;113180;113120;113150;90;208;10
2020.10.19;20:25:00;113150;113160;113080;113100;105;183;10
2020.10.19;20:26:00;113100;113100;113070;113100;78;143;10
2020.10.19;20:27:00;113100;113110;113080;113100;40;75;10
2020.10.19;20:28:00;113100;113110;113100;113100;15;58;10
2020.10.19;20:29:00;113090;113100;113090;113100;4;8;10
2020.10.19;20:30:00;113100;113100;113080;113080;101;192;10
2020.10.19;20:31:00;113080;113090;113060;113060;70;198;10
2020.10.19;20:32:00;113060;113070;113010;113040;192;376;10
2020.10.19;20:33:00;113020;113050;113020;113030;77;135;10
2020.10.19;20:34:00;113040;113040;113020;113040;76;112;10
2020.10.19;20:35:00;113040;113050;113020;113030;51;87;10
2020.10.19;20:36:00;113030;113040;113030;113030;41;132;10
2020.10.19;20:37:00;113030;113040;113000;113040;93;346;10
2020.10.19;20:38:00;113030;113050;113030;113040;56;108;10
2020.10.19;20:39:00;113040;113050;113030;113040;41;113;10
2020.10.19;20:40:00;113040;113050;113030;113030;12;17;10
2020.10.19;20:41:00;113040;113040;113000;113000;70;212;10
2020.10.19;20:42:00;113010;113020;113000;113020;64;160;10
2020.10.19;20:43:00;113010;113020;112960;112970;261;789;10
2020.10.19;20:44:00;112980;113000;112970;112970;60;138;10
2020.10.19;20:45:00;112970;112980;112940;112960;165;214;10
2020.10.19;20:46:00;112960;112980;112940;112970;62;111;10
2020.10.19;20:47:00;112950;112970;112840;112880;440;969;10
2020.10.19;20:48:00;112880;112880;112780;112780;458;1098;10
2020.10.19;20:49:00;112790;112880;112760;112870;567;1507;10
2020.10.19;20:50:00;112850;112880;112830;112860;142;362;10
2020.10.19;20:51:00;112860;112880;112820;112840;155;359;10
2020.10.19;20:52:00;112840;112850;112800;112850;148;348;10
2020.10.19;20:53:00;112840;112840;112710;112730;607;1294;10
2020.10.19;20:54:00;112720;112800;112710;112780;210;518;10
2020.10.19;20:55:00;112780;112800;112780;112800;135;312;10
2020.10.19;20:56:00;112790;112800;112770;112790;128;440;10
2020.10.19;20:57:00;112790;112800;112760;112780;128;232;10
2020.10.19;20:58:00;112790;112790;112730;112780;236;456;10
2020.10.19;20:59:00;112780;112790;112750;112770;130;304;10
2020.10.19;21:00:00;112770;112790;112730;112770;276;448;10
2020.10.19;21:01:00;112790;112790;112710;112730;204;343;10
2020.10.19;21:02:00;112730;112760;112710;112750;192;394;10
2020.10.19;21:03:00;112750;112830;112750;112820;345;651;10
2020.10.19;21:04:00;112810;112810;112760;112770;77;160;10
2020.10.19;21:05:00;112760;112810;112750;112790;111;180;10
2020.10.19;21:06:00;112800;112850;112800;112840;122;227;10
2020.10.19;21:07:00;112830;112870;112830;112860;192;360;10
2020.10.19;21:08:00;112870;112880;112840;112860;108;215;10
2020.10.19;21:09:00;112850;112860;112820;112840;77;224;10
2020.10.19;21:10:00;112840;112840;112810;112810;66;111;10
2020.10.19;21:11:00;112820;112830;112810;112830;66;125;10
2020.10.19;21:12:00;112820;112850;112820;112840;103;181;10
2020.10.19;21:13:00;112840;112860;112830;112860;93;239;10
2020.10.19;21:14:00;112850;112880;112850;112870;97;219;10
2020.10.19;21:15:00;112870;112900;112860;112880;166;331;10
2020.10.19;21:16:00;112870;112900;112870;112900;70;169;10
2020.10.19;21:17:00;112890;112900;112880;112900;20;41;10
2020.10.19;21:18:00;112880;112890;112870;112870;70;193;10
2020.10.19;21:19:00;112870;112880;112870;112870;38;70;10
2020.10.19;21:20:00;112870;112890;112860;112860;53;120;10
2020.10.19;21:21:00;112870;112880;112850;112850;55;111;10
2020.10.19;21:22:00;112850;112890;112840;112870;61;126;10
2020.10.19;21:23:00;112870;112900;112870;112890;40;65;10
2020.10.19;21:24:00;112900;112920;112870;112870;71;181;10
2020.10.19;21:25:00;112880;112890;112870;112890;69;114;10
2020.10.19;21:26:00;112890;112910;112870;112890;27;49;10
2020.10.19;21:27:00;112880;112890;112860;112860;42;73;10
2020.10.19;21:28:00;112870;112870;112840;112840;85;153;10
2020.10.19;21:29:00;112840;112850;112830;112840;37;59;10
2020.10.19;21:30:00;112830;112840;112770;112780;184;352;10
2020.10.19;21:31:00;112780;112790;112740;112740;107;209;10
2020.10.19;21:32:00;112740;112770;112730;112730;90;206;10
2020.10.19;21:33:00;112740;112750;112620;112640;491;960;10
2020.10.19;21:34:00;112640;112640;112520;112570;825;1581;10
2020.10.19;21:35:00;112560;112560;112500;112550;560;1269;10
2020.10.19;21:36:00;112550;112590;112520;112590;253;576;10
2020.10.19;21:37:00;112570;112570;112520;112550;210;537;10
2020.10.19;21:38:00;112540;112570;112540;112570;110;277;10
2020.10.19;21:39:00;112560;112570;112540;112560;139;352;10
2020.10.19;21:40:00;112560;112580;112550;112570;133;295;10
2020.10.19;21:41:00;112570;112570;112550;112560;97;244;10
2020.10.19;21:42:00;112570;112580;112550;112560;69;124;10
2020.10.19;21:43:00;112560;112560;112520;112530;167;365;10
2020.10.19;21:44:00;112520;112530;112360;112390;811;1762;10
2020.10.19;21:45:00;112380;112380;112250;112290;619;1554;10
2020.10.19;21:46:00;112290;112310;112200;112220;776;1665;10
2020.10.19;21:47:00;112220;112280;112200;112280;311;772;10
2020.10.19;21:48:00;112270;112280;112210;112240;312;1023;10
2020.10.19;21:49:00;112240;112290;112240;112280;199;499;10
2020.10.19;21:50:00;112270;112270;112120;112240;687;1825;10
2020.10.19;21:51:00;112240;112250;112210;112220;167;480;10
2020.10.19;21:52:00;112220;112270;112210;112250;170;396;10
2020.10.19;21:53:00;112240;112260;112240;112260;144;282;10
2020.10.19;21:54:00;112250;112330;112230;112310;389;781;10
2020.10.19;21:55:00;112320;112320;112280;112320;245;550;10
2020.10.19;21:56:00;112320;112400;112320;112370;396;700;10
2020.10.19;21:57:00;112360;112370;112310;112320;167;312;10
2020.10.19;21:58:00;112320;112350;112280;112290;217;427;10
2020.10.19;21:59:00;112290;112300;112230;112240;306;523;10
2020.10.19;22:00:00;112230;112270;112180;112250;346;652;10
2020.10.19;22:01:00;112240;112250;112200;112210;157;227;10
2020.10.19;22:02:00;112200;112210;112130;112140;315;568;10
2020.10.19;22:03:00;112160;112210;112150;112200;270;738;10
2020.10.19;22:04:00;112190;112250;112190;112210;188;403;10
2020.10.19;22:05:00;112200;112220;112180;112200;186;326;10
2020.10.19;22:06:00;112210;112220;112160;112160;171;262;10
2020.10.19;22:07:00;112170;112230;112170;112210;168;260;10
2020.10.19;22:08:00;112210;112250;112190;112250;180;329;10
2020.10.19;22:09:00;112250;112300;112210;112290;232;511;10
2020.10.19;22:10:00;112280;112300;112220;112300;304;705;10
2020.10.19;22:11:00;112280;112300;112260;112260;153;331;10
2020.10.19;22:12:00;112260;112300;112250;112270;122;238;10
2020.10.19;22:13:00;112270;112290;112260;112280;126;296;10
2020.10.19;22:14:00;112290;112380;112260;112350;484;1571;10
2020.10.19;22:15:00;112350;112350;112260;112270;277;554;10
2020.10.19;22:16:00;112260;112300;112240;112270;177;494;10
2020.10.19;22:17:00;112270;112300;112260;112270;108;424;10
2020.10.19;22:18:00;112280;112280;112210;112240;221;523;10
2020.10.19;22:19:00;112230;112260;112220;112250;78;181;10
2020.10.19;22:20:00;112250;112290;112230;112290;121;267;10
2020.10.19;22:21:00;112280;112310;112240;112250;105;208;10
2020.10.19;22:22:00;112240;112260;112220;112240;91;155;10
2020.10.19;22:23:00;112230;112250;112190;112250;178;317;10
2020.10.19;22:24:00;112240;112240;112180;112180;133;345;10
2020.10.19;22:25:00;112180;112200;112140;112190;211;440;10
2020.10.19;22:26:00;112180;112230;112180;112230;142;233;10
2020.10.19;22:27:00;112240;112240;112190;112230;132;209;10
2020.10.19;22:28:00;112220;112280;112220;112260;164;358;10
2020.10.19;22:29:00;112260;112310;112250;112290;175;350;10
2020.10.19;22:30:00;112280;112330;112270;112320;173;412;10
2020.10.19;22:31:00;112320;112360;112310;112340;135;356;10
2020.10.19;22:32:00;112340;112470;112320;112400;737;1805;10
2020.10.19;22:33:00;112420;112430;112380;112400;119;203;10
2020.10.19;22:34:00;112390;112400;112370;112370;101;183;10
2020.10.19;22:35:00;112370;112390;112360;112380;69;153;10
2020.10.19;22:36:00;112380;112420;112380;112400;91;178;10
2020.10.19;22:37:00;112410;112410;112390;112400;59;106;10
2020.10.19;22:38:00;112400;112430;112390;112410;65;206;10
2020.10.19;22:39:00;112420;112440;112410;112420;73;160;10
2020.10.19;22:40:00;112410;112420;112400;112400;69;116;10
2020.10.19;22:41:00;112400;112410;112380;112380;105;245;10
2020.10.19;22:42:00;112380;112390;112340;112340;170;689;10
2020.10.19;22:43:00;112350;112370;112320;112350;231;753;10
2020.10.19;22:44:00;112350;112360;112340;112340;66;112;10
2020.10.19;22:45:00;112340;112370;112330;112350;98;168;10
2020.10.19;22:46:00;112350;112350;112330;112340;63;102;10
2020.10.19;22:47:00;112340;112360;112340;112340;47;76;10
2020.10.19;22:48:00;112330;112340;112320;112330;72;131;10
2020.10.19;22:49:00;112330;112360;112330;112350;79;225;10
2020.10.19;22:50:00;112350;112350;112270;112290;194;318;10
2020.10.19;22:51:00;112280;112290;112260;112280;100;181;10
2020.10.19;22:52:00;112280;112300;112260;112260;73;137;10
2020.10.19;22:53:00;112260;112280;112260;112270;51;77;10
2020.10.19;22:54:00;112270;112270;112230;112240;115;218;10
2020.10.19;22:55:00;112250;112270;112230;112270;168;355;10
2020.10.19;22:56:00;112270;112290;112250;112270;82;146;10
2020.10.19;22:57:00;112270;112310;112270;112300;104;231;10
2020.10.19;22:58:00;112300;112340;112300;112330;149;254;10
2020.10.19;22:59:00;112330;112360;112290;112330;179;357;10
2020.10.19;23:00:00;112330;112450;112330;112430;353;925;10
2020.10.19;23:01:00;112430;112450;112400;112400;125;258;10
2020.10.19;23:02:00;112410;112430;112400;112430;43;61;10
2020.10.19;23:03:00;112430;112460;112420;112460;77;172;10
2020.10.19;23:04:00;112450;112480;112440;112480;116;325;10
2020.10.19;23:05:00;112480;112500;112460;112470;144;324;10
2020.10.19;23:06:00;112480;112510;112470;112490;111;234;10
2020.10.19;23:07:00;112500;112500;112440;112460;136;286;10
2020.10.19;23:08:00;112470;112490;112460;112480;58;108;10
2020.10.19;23:09:00;112470;112490;112470;112480;24;49;10
2020.10.19;23:10:00;112480;112500;112470;112480;53;109;10
2020.10.19;23:11:00;112490;112510;112480;112480;55;90;10
2020.10.19;23:12:00;112480;112540;112450;112520;243;678;10
2020.10.19;23:13:00;112510;112530;112490;112490;60;118;10
2020.10.19;23:14:00;112500;112540;112490;112540;94;286;10
2020.10.19;23:15:00;112540;112570;112510;112550;148;470;10
2020.10.19;23:16:00;112560;112560;112530;112530;44;58;10
2020.10.19;23:17:00;112530;112630;112520;112620;351;875;10
2020.10.19;23:18:00;112620;112630;112610;112620;70;113;10
2020.10.19;23:19:00;112610;112620;112600;112600;69;124;10
2020.10.19;23:20:00;112610;112630;112590;112620;193;278;10
2020.10.19;23:21:00;112620;112630;112610;112610;32;45;10
2020.10.19;23:22:00;112610;112630;112610;112630;40;69;10
2020.10.19;23:23:00;112620;112630;112610;112610;30;36;10
2020.10.19;23:24:00;112620;112630;112600;112610;70;114;10
2020.10.19;23:25:00;112600;112610;112600;112610;32;43;10
2020.10.19;23:26:00;112600;112610;112570;112580;89;157;10
2020.10.19;23:27:00;112580;112590;112560;112560;46;92;10
2020.10.19;23:28:00;112560;112570;112540;112550;76;116;10
2020.10.19;23:29:00;112560;112580;112550;112580;35;88;10
2020.10.19;23:30:00;112580;112660;112580;112640;204;455;10
2020.10.19;23:31:00;112650;112660;112630;112640;78;187;10
2020.10.19;23:32:00;112640;112670;112630;112660;124;244;10
2020.10.19;23:33:00;112660;112700;112660;112700;194;469;10
2020.10.19;23:34:00;112690;112700;112670;112680;81;198;10
2020.10.19;23:35:00;112680;112700;112680;112690;107;213;10
2020.10.19;23:36:00;112700;112720;112670;112690;180;411;10
2020.10.19;23:37:00;112700;112750;112700;112740;185;310;10
2020.10.19;23:38:00;112740;112770;112740;112770;185;313;10
2020.10.19;23:39:00;112770;112780;112760;112760;111;223;10
2020.10.19;23:40:00;112770;112780;112760;112770;64;204;10
2020.10.19;23:41:00;112770;112800;112760;112780;136;302;10
2020.10.19;23:42:00;112790;112790;112750;112750;104;297;10
2020.10.19;23:43:00;112760;112780;112750;112750;92;150;10
2020.10.19;23:44:00;112750;112780;112750;112770;163;349;10
2020.10.19;23:45:00;112770;112790;112740;112780;134;233;10
2020.10.19;23:46:00;112780;112850;112780;112840;291;638;10
2020.10.19;23:47:00;112830;112860;112830;112840;127;242;10
2020.10.19;23:48:00;112850;112860;112800;112830;215;366;10
2020.10.19;23:49:00;112830;112880;112800;112870;287;603;10
2020.10.20;10:00:00;112860;112890;112560;112620;1417;2896;10
2020.10.20;10:01:00;112630;112750;112550;112680;1499;2923;10
2020.10.20;10:02:00;112670;112780;112650;112750;895;1948;10
2020.10.20;10:03:00;112750;112760;112570;112680;729;1772;10
2020.10.20;10:04:00;112680;112700;112530;112550;796;1608;10
2020.10.20;10:05:00;112540;112590;112420;112560;1312;3204;10
2020.10.20;10:06:00;112560;112710;112550;112680;1034;2221;10
