<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.11.23;19:05:00;125650;125690;125550;125570;358;771;10
2020.11.23;19:06:00;125580;125600;125530;125590;270;503;10
2020.11.23;19:07:00;125600;125660;125570;125570;191;344;10
2020.11.23;19:08:00;125590;125600;125510;125590;267;473;10
2020.11.23;19:09:00;125570;125570;125410;125420;498;934;10
2020.11.23;19:10:00;125410;125440;125220;125260;1254;2463;10
2020.11.23;19:11:00;125260;125290;125180;125240;918;1633;10
2020.11.23;19:12:00;125250;125330;125170;125190;694;1262;10
2020.11.23;19:13:00;125190;125240;125150;125190;451;931;10
2020.11.23;19:14:00;125180;125200;125080;125100;799;1682;10
2020.11.23;19:15:00;125090;125110;125050;125100;584;1413;10
2020.11.23;19:16:00;125100;125180;125060;125180;482;1508;10
2020.11.23;19:17:00;125170;125310;125160;125310;644;1548;10
2020.11.23;19:18:00;125300;125390;125290;125370;398;824;10
2020.11.23;19:19:00;125370;125470;125330;125430;510;932;10
2020.11.23;19:20:00;125440;125510;125380;125500;617;1445;10
2020.11.23;19:21:00;125500;125900;125480;125670;2095;4615;10
2020.11.23;19:22:00;125670;125750;125640;125650;746;1384;10
2020.11.23;19:23:00;125640;125720;125580;125720;529;1138;10
2020.11.23;19:24:00;125700;125810;125700;125700;564;1007;10
2020.11.23;19:25:00;125700;125790;125670;125750;399;845;10
2020.11.23;19:26:00;125750;125790;125680;125720;325;843;10
2020.11.23;19:27:00;125710;125760;125680;125760;193;353;10
2020.11.23;19:28:00;125760;125840;125750;125800;460;758;10
2020.11.23;19:29:00;125800;125890;125790;125880;412;860;10
2020.11.23;19:30:00;125880;125910;125830;125870;444;928;10
2020.11.23;19:31:00;125870;125890;125810;125830;232;442;10
2020.11.23;19:32:00;125830;125830;125740;125740;390;673;10
2020.11.23;19:33:00;125750;125800;125680;125710;347;782;10
2020.11.23;19:34:00;125710;125800;125690;125750;221;425;10
2020.11.23;19:35:00;125750;125880;125740;125840;432;854;10
2020.11.23;19:36:00;125850;125980;125840;125980;625;1415;10
2020.11.23;19:37:00;125970;126050;125960;125970;656;1839;10
2020.11.23;19:38:00;125960;126000;125910;126000;358;615;10
2020.11.23;19:39:00;126000;126010;125920;125950;240;678;10
2020.11.23;19:40:00;125940;125950;125880;125890;183;308;10
2020.11.23;19:41:00;125900;125940;125890;125930;198;370;10
2020.11.23;19:42:00;125940;125940;125870;125900;226;471;10
2020.11.23;19:43:00;125920;125960;125900;125950;184;374;10
2020.11.23;19:44:00;125960;125980;125870;125940;364;624;10
2020.11.23;19:45:00;125950;125990;125890;125960;253;410;10
2020.11.23;19:46:00;125960;125970;125940;125960;96;270;10
2020.11.23;19:47:00;125950;126080;125950;126020;524;1291;10
2020.11.23;19:48:00;126010;126080;125990;126080;315;585;10
2020.11.23;19:49:00;126070;126150;126070;126090;534;1059;10
2020.11.23;19:50:00;126090;126180;126090;126160;325;777;10
2020.11.23;19:51:00;126170;126240;126150;126160;507;1267;10
2020.11.23;19:52:00;126150;126190;126070;126070;375;896;10
2020.11.23;19:53:00;126080;126100;126050;126080;200;338;10
2020.11.23;19:54:00;126070;126080;125980;126030;347;596;10
2020.11.23;19:55:00;126040;126080;126010;126060;202;438;10
2020.11.23;19:56:00;126050;126080;126020;126060;195;320;10
2020.11.23;19:57:00;126040;126090;126040;126070;119;223;10
2020.11.23;19:58:00;126070;126090;126000;126080;381;828;10
2020.11.23;19:59:00;126080;126080;125980;125980;170;364;10
2020.11.23;20:00:00;125990;126000;125900;125920;444;973;10
2020.11.23;20:01:00;125910;125960;125900;125910;242;409;10
2020.11.23;20:02:00;125910;125920;125760;125850;889;1801;10
2020.11.23;20:03:00;125850;125880;125830;125850;162;285;10
2020.11.23;20:04:00;125850;125880;125820;125850;165;266;10
2020.11.23;20:05:00;125850;125850;125770;125840;284;553;10
2020.11.23;20:06:00;125840;125840;125780;125810;213;375;10
2020.11.23;20:07:00;125830;125840;125790;125830;118;203;10
2020.11.23;20:08:00;125830;125860;125790;125830;100;158;10
2020.11.23;20:09:00;125820;125860;125790;125820;148;321;10
2020.11.23;20:10:00;125830;125930;125800;125900;332;509;10
2020.11.23;20:11:00;125900;125940;125870;125900;115;199;10
2020.11.23;20:12:00;125900;125900;125860;125890;73;166;10
2020.11.23;20:13:00;125890;125960;125890;125890;189;416;10
2020.11.23;20:14:00;125900;125920;125880;125880;96;168;10
2020.11.23;20:15:00;125880;125890;125840;125840;98;170;10
2020.11.23;20:16:00;125860;125910;125860;125900;75;146;10
2020.11.23;20:17:00;125910;125940;125880;125940;99;301;10
2020.11.23;20:18:00;125930;125960;125900;125940;178;452;10
2020.11.23;20:19:00;125950;125980;125940;125960;118;167;10
2020.11.23;20:20:00;125960;125980;125930;125960;180;366;10
2020.11.23;20:21:00;125970;125990;125930;125940;89;194;10
2020.11.23;20:22:00;125930;125960;125930;125960;43;65;10
2020.11.23;20:23:00;125970;125980;125950;125950;42;69;10
2020.11.23;20:24:00;125940;125990;125940;125980;62;127;10
2020.11.23;20:25:00;125990;126050;125990;126040;193;416;10
2020.11.23;20:26:00;126030;126030;125970;125980;120;199;10
2020.11.23;20:27:00;125980;125980;125950;125950;67;107;10
2020.11.23;20:28:00;125970;125970;125940;125950;63;138;10
2020.11.23;20:29:00;125960;125980;125930;125930;85;155;10
2020.11.23;20:30:00;125950;125980;125930;125950;81;130;10
2020.11.23;20:31:00;125940;126000;125930;125990;84;166;10
2020.11.23;20:32:00;125990;126020;125960;125970;65;119;10
2020.11.23;20:33:00;125980;126010;125950;125950;68;151;10
2020.11.23;20:34:00;125950;125960;125920;125940;57;81;10
2020.11.23;20:35:00;125950;125950;125920;125940;52;142;10
2020.11.23;20:36:00;125940;125980;125940;125940;65;146;10
2020.11.23;20:37:00;125930;126030;125930;126010;128;311;10
2020.11.23;20:38:00;126000;126000;125960;125980;90;462;10
2020.11.23;20:39:00;125980;125980;125950;125970;89;169;10
2020.11.23;20:40:00;125970;126020;125950;126000;279;588;10
2020.11.23;20:41:00;126000;126020;125970;126000;59;95;10
2020.11.23;20:42:00;126000;126000;125960;125970;133;209;10
2020.11.23;20:43:00;125970;126010;125960;126000;44;82;10
2020.11.23;20:44:00;125990;126020;125990;125990;41;54;10
2020.11.23;20:45:00;125990;126020;125980;126000;65;84;10
2020.11.23;20:46:00;125990;126090;125990;126060;268;471;10
2020.11.23;20:47:00;126070;126110;126070;126080;108;177;10
2020.11.23;20:48:00;126080;126090;126040;126070;72;118;10
2020.11.23;20:49:00;126080;126110;126070;126080;131;255;10
2020.11.23;20:50:00;126090;126100;126070;126090;48;76;10
2020.11.23;20:51:00;126090;126100;126080;126090;64;124;10
2020.11.23;20:52:00;126100;126110;126080;126110;77;150;10
2020.11.23;20:53:00;126110;126130;126080;126090;177;438;10
2020.11.23;20:54:00;126090;126090;126030;126040;102;194;10
2020.11.23;20:55:00;126040;126120;126040;126100;84;130;10
2020.11.23;20:56:00;126110;126140;126100;126120;147;295;10
2020.11.23;20:57:00;126110;126120;126080;126090;100;206;10
2020.11.23;20:58:00;126100;126150;126100;126100;105;252;10
2020.11.23;20:59:00;126100;126120;126090;126110;86;277;10
2020.11.23;21:00:00;126110;126190;126100;126180;309;873;10
2020.11.23;21:01:00;126180;126190;126140;126140;238;840;10
2020.11.23;21:02:00;126150;126170;126090;126130;235;468;10
2020.11.23;21:03:00;126110;126160;126080;126150;133;347;10
2020.11.23;21:04:00;126150;126170;126140;126150;86;188;10
2020.11.23;21:05:00;126150;126180;126140;126170;63;236;10
2020.11.23;21:06:00;126180;126210;126150;126150;242;511;10
2020.11.23;21:07:00;126150;126160;126120;126140;52;107;10
2020.11.23;21:08:00;126130;126140;126120;126140;80;137;10
2020.11.23;21:09:00;126140;126190;126120;126170;95;179;10
2020.11.23;21:10:00;126170;126180;126120;126130;130;467;10
2020.11.23;21:11:00;126130;126130;126110;126120;98;195;10
2020.11.23;21:12:00;126120;126150;126120;126130;70;182;10
2020.11.23;21:13:00;126130;126140;126110;126120;107;171;10
2020.11.23;21:14:00;126110;126120;126090;126100;113;213;10
2020.11.23;21:15:00;126110;126160;126100;126130;90;171;10
2020.11.23;21:16:00;126130;126130;126110;126120;34;66;10
2020.11.23;21:17:00;126130;126130;126100;126100;82;153;10
2020.11.23;21:18:00;126100;126140;126090;126090;72;115;10
2020.11.23;21:19:00;126090;126120;126060;126060;158;282;10
2020.11.23;21:20:00;126060;126080;126040;126060;93;136;10
2020.11.23;21:21:00;126070;126070;126030;126050;137;281;10
2020.11.23;21:22:00;126050;126120;126040;126090;101;201;10
2020.11.23;21:23:00;126080;126100;126030;126030;76;129;10
2020.11.23;21:24:00;126040;126070;126030;126050;61;94;10
2020.11.23;21:25:00;126060;126080;126040;126070;62;119;10
2020.11.23;21:26:00;126060;126090;126030;126030;64;121;10
2020.11.23;21:27:00;126040;126050;125950;126050;293;600;10
2020.11.23;21:28:00;126040;126040;126000;126030;49;72;10
2020.11.23;21:29:00;126040;126050;126020;126040;51;66;10
2020.11.23;21:30:00;126040;126080;126020;126050;105;190;10
2020.11.23;21:31:00;126080;126120;126060;126060;91;185;10
2020.11.23;21:32:00;126070;126070;126000;126020;123;239;10
2020.11.23;21:33:00;126020;126050;126000;126050;57;84;10
2020.11.23;21:34:00;126040;126080;126030;126030;68;104;10
2020.11.23;21:35:00;126040;126060;126030;126040;40;71;10
2020.11.23;21:36:00;126040;126090;126040;126060;91;152;10
2020.11.23;21:37:00;126050;126060;126040;126060;21;76;10
2020.11.23;21:38:00;126070;126110;126070;126090;69;100;10
2020.11.23;21:39:00;126110;126120;126070;126070;50;139;10
2020.11.23;21:40:00;126070;126080;126020;126050;168;400;10
2020.11.23;21:41:00;126050;126050;126000;126040;63;110;10
2020.11.23;21:42:00;126040;126050;126000;126010;66;104;10
2020.11.23;21:43:00;126030;126030;125980;126010;65;198;10
2020.11.23;21:44:00;126010;126010;125970;125990;105;229;10
2020.11.23;21:45:00;126010;126020;125980;125980;47;69;10
2020.11.23;21:46:00;125990;125990;125970;125990;62;100;10
2020.11.23;21:47:00;125990;126030;125990;126030;54;104;10
2020.11.23;21:48:00;126040;126070;126030;126060;97;199;10
2020.11.23;21:49:00;126070;126130;126030;126040;177;362;10
2020.11.23;21:50:00;126040;126040;125990;126020;119;194;10
2020.11.23;21:51:00;126030;126030;126000;126010;38;51;10
2020.11.23;21:52:00;126010;126030;125960;125980;141;278;10
2020.11.23;21:53:00;125990;126010;125980;126000;43;52;10
2020.11.23;21:54:00;126010;126030;125990;125990;53;78;10
2020.11.23;21:55:00;125990;125990;125960;125980;74;130;10
2020.11.23;21:56:00;125980;126030;125980;126030;44;92;10
2020.11.23;21:57:00;126020;126040;126000;126040;71;108;10
2020.11.23;21:58:00;126030;126040;126010;126020;71;175;10
2020.11.23;21:59:00;126010;126040;126010;126040;59;97;10
2020.11.23;22:00:00;126030;126040;125990;126010;71;139;10
2020.11.23;22:01:00;126010;126020;125980;126020;59;113;10
2020.11.23;22:02:00;126020;126040;126000;126000;67;137;10
2020.11.23;22:03:00;126010;126050;126010;126050;85;163;10
2020.11.23;22:04:00;126050;126050;126010;126010;34;53;10
2020.11.23;22:05:00;126020;126040;125990;125990;78;132;10
2020.11.23;22:06:00;125990;126020;125990;126000;39;151;10
2020.11.23;22:07:00;126000;126010;125970;125990;58;138;10
2020.11.23;22:08:00;125980;126000;125970;125990;47;91;10
2020.11.23;22:09:00;126000;126000;125960;125960;41;78;10
2020.11.23;22:10:00;125960;125960;125870;125890;494;1128;10
2020.11.23;22:11:00;125900;125920;125850;125860;186;335;10
2020.11.23;22:12:00;125870;125880;125820;125880;279;620;10
2020.11.23;22:13:00;125880;125920;125850;125890;154;249;10
2020.11.23;22:14:00;125900;125930;125890;125920;55;73;10
2020.11.23;22:15:00;125910;125970;125910;125940;106;159;10
2020.11.23;22:16:00;125940;125970;125940;125960;49;71;10
2020.11.23;22:17:00;125960;125990;125960;125980;47;66;10
2020.11.23;22:18:00;125980;125980;125940;125960;51;128;10
2020.11.23;22:19:00;125960;125960;125870;125900;174;380;10
2020.11.23;22:20:00;125910;125950;125890;125940;93;174;10
2020.11.23;22:21:00;125950;125950;125930;125950;13;21;10
2020.11.23;22:22:00;125950;125970;125930;125950;129;197;10
2020.11.23;22:23:00;125950;125960;125920;125960;66;435;10
2020.11.23;22:24:00;125950;126000;125950;125970;113;186;10
2020.11.23;22:25:00;125950;125990;125950;125980;38;54;10
2020.11.23;22:26:00;125990;126000;125940;125950;55;95;10
2020.11.23;22:27:00;125950;125970;125940;125940;64;105;10
2020.11.23;22:28:00;125930;125960;125930;125950;40;60;10
2020.11.23;22:29:00;125940;126000;125930;125970;105;199;10
2020.11.23;22:30:00;125990;126000;125960;125980;91;145;10
2020.11.23;22:31:00;125980;125980;125940;125950;52;144;10
2020.11.23;22:32:00;125960;125970;125950;125970;22;38;10
2020.11.23;22:33:00;125970;125970;125950;125950;5;9;10
2020.11.23;22:34:00;125970;125980;125950;125970;58;136;10
2020.11.23;22:35:00;125980;125990;125970;125970;41;103;10
2020.11.23;22:36:00;125980;125980;125940;125960;28;97;10
2020.11.23;22:37:00;125980;126000;125970;125970;62;106;10
2020.11.23;22:38:00;125950;125960;125920;125930;74;201;10
2020.11.23;22:39:00;125930;125970;125930;125960;45;106;10
2020.11.23;22:40:00;125960;125960;125920;125930;25;34;10
2020.11.23;22:41:00;125930;125950;125930;125950;13;37;10
2020.11.23;22:42:00;125950;125950;125920;125930;21;44;10
2020.11.23;22:43:00;125940;125940;125900;125920;54;109;10
2020.11.23;22:44:00;125910;125930;125910;125910;29;40;10
2020.11.23;22:45:00;125910;125930;125900;125910;37;64;10
2020.11.23;22:46:00;125920;125970;125920;125970;41;90;10
2020.11.23;22:47:00;125970;125980;125920;125920;91;177;10
2020.11.23;22:48:00;125940;125940;125910;125930;33;53;10
2020.11.23;22:49:00;125920;125940;125900;125900;35;52;10
2020.11.23;22:50:00;125920;125920;125890;125900;49;182;10
2020.11.23;22:51:00;125900;125930;125890;125910;21;85;10
2020.11.23;22:52:00;125910;125990;125910;125970;73;170;10
2020.11.23;22:53:00;125970;126080;125950;126060;388;1005;10
2020.11.23;22:54:00;126060;126140;126060;126090;229;438;10
2020.11.23;22:55:00;126070;126150;126070;126120;138;328;10
2020.11.23;22:56:00;126130;126170;126120;126150;186;391;10
2020.11.23;22:57:00;126160;126190;126150;126160;98;207;10
2020.11.23;22:58:00;126170;126200;126160;126190;136;391;10
2020.11.23;22:59:00;126190;126230;126190;126190;177;316;10
2020.11.23;23:00:00;126200;126220;126150;126220;218;540;10
2020.11.23;23:01:00;126200;126220;126180;126220;54;79;10
2020.11.23;23:02:00;126210;126280;126210;126250;283;797;10
2020.11.23;23:03:00;126260;126290;126250;126280;72;300;10
2020.11.23;23:04:00;126280;126280;126230;126260;95;157;10
2020.11.23;23:05:00;126260;126280;126240;126250;75;186;10
2020.11.23;23:06:00;126270;126280;126240;126270;90;140;10
2020.11.23;23:07:00;126270;126350;126260;126330;475;1176;10
2020.11.23;23:08:00;126340;126370;126310;126340;219;600;10
2020.11.23;23:09:00;126340;126370;126340;126350;112;280;10
2020.11.23;23:10:00;126360;126370;126280;126320;178;288;10
2020.11.23;23:11:00;126340;126360;126330;126340;91;171;10
2020.11.23;23:12:00;126330;126350;126310;126330;54;117;10
2020.11.23;23:13:00;126320;126360;126310;126350;63;124;10
2020.11.23;23:14:00;126360;126430;126360;126410;334;914;10
2020.11.23;23:15:00;126400;126430;126390;126400;112;443;10
2020.11.23;23:16:00;126390;126420;126390;126400;106;200;10
2020.11.23;23:17:00;126400;126400;126300;126320;209;488;10
2020.11.23;23:18:00;126320;126340;126310;126330;92;247;10
2020.11.23;23:19:00;126340;126370;126320;126320;124;410;10
2020.11.23;23:20:00;126330;126330;126270;126330;259;543;10
2020.11.23;23:21:00;126330;126390;126320;126330;230;862;10
2020.11.23;23:22:00;126340;126380;126340;126380;72;224;10
2020.11.23;23:23:00;126390;126430;126380;126420;239;782;10
2020.11.23;23:24:00;126420;126490;126400;126480;355;990;10
2020.11.23;23:25:00;126480;126520;126440;126460;283;641;10
2020.11.23;23:26:00;126450;126470;126440;126440;93;251;10
2020.11.23;23:27:00;126440;126440;126430;126440;35;62;10
2020.11.23;23:28:00;126440;126490;126430;126470;81;139;10
2020.11.23;23:29:00;126490;126520;126480;126520;82;182;10
2020.11.23;23:30:00;126520;126530;126440;126460;132;236;10
2020.11.23;23:31:00;126440;126450;126410;126430;63;124;10
2020.11.23;23:32:00;126420;126420;126360;126360;100;158;10
2020.11.23;23:33:00;126360;126380;126360;126360;49;80;10
2020.11.23;23:34:00;126360;126380;126340;126360;70;157;10
2020.11.23;23:35:00;126350;126370;126320;126320;71;166;10
2020.11.23;23:36:00;126330;126350;126320;126350;30;52;10
2020.11.23;23:37:00;126330;126340;126260;126280;139;276;10
2020.11.23;23:38:00;126280;126280;126230;126270;107;184;10
2020.11.23;23:39:00;126260;126290;126230;126240;105;228;10
2020.11.23;23:40:00;126250;126310;126240;126300;155;308;10
2020.11.23;23:41:00;126300;126870;126300;126360;1182;3007;10
2020.11.23;23:42:00;126360;126420;126350;126360;185;323;10
2020.11.23;23:43:00;126370;126370;126310;126310;102;299;10
2020.11.23;23:44:00;126310;126370;126290;126360;164;606;10
2020.11.23;23:45:00;126370;126430;126310;126410;246;546;10
2020.11.23;23:46:00;126420;126450;126400;126410;122;279;10
2020.11.23;23:47:00;126420;126490;126400;126470;204;442;10
2020.11.23;23:48:00;126460;126510;126420;126420;331;902;10
2020.11.23;23:49:00;126420;126550;126400;126480;421;1281;10
2020.11.24;10:00:00;126550;127970;126550;127860;4086;9841;10
2020.11.24;10:01:00;127860;127930;127720;127730;1770;3793;10
2020.11.24;10:02:00;127750;127760;127600;127630;1566;3951;10
2020.11.24;10:03:00;127620;127700;127610;127670;799;1474;10
2020.11.24;10:04:00;127670;127690;127620;127670;685;1420;10
2020.11.24;10:05:00;127680;127760;127670;127740;627;1409;10
2020.11.24;10:06:00;127730;127810;127720;127790;703;1838;10
2020.11.24;10:07:00;127800;127930;127790;127800;1304;3020;10
2020.11.24;10:08:00;127810;127880;127790;127810;784;2005;10
2020.11.24;10:09:00;127820;127820;127710;127740;875;2522;10
2020.11.24;10:10:00;127730;127850;127730;127850;735;1740;10
2020.11.24;10:11:00;127840;127860;127780;127800;534;1186;10
2020.11.24;10:12:00;127790;127820;127740;127780;549;1231;10
2020.11.24;10:13:00;127790;127820;127750;127760;403;1097;10
2020.11.24;10:14:00;127760;127790;127730;127760;430;1016;10
2020.11.24;10:15:00;127750;127830;127750;127760;480;1122;10
2020.11.24;10:16:00;127750;127760;127700;127730;587;2021;10
2020.11.24;10:17:00;127730;128040;127720;128020;1825;4446;10
2020.11.24;10:18:00;128010;128100;127890;127900;1131;2381;10
2020.11.24;10:19:00;127920;127950;127850;127870;469;819;10
2020.11.24;10:20:00;127880;127970;127880;127890;472;992;10
2020.11.24;10:21:00;127880;127970;127880;127900;308;606;10
2020.11.24;10:22:00;127900;127920;127810;127830;573;1269;10
2020.11.24;10:23:00;127820;127840;127740;127750;569;1580;10
2020.11.24;10:24:00;127740;127790;127650;127670;734;1581;10
2020.11.24;10:25:00;127670;127720;127540;127540;1270;3244;10
2020.11.24;10:26:00;127540;127580;127320;127430;1812;4789;10
2020.11.24;10:27:00;127450;127560;127430;127490;629;1393;10
2020.11.24;10:28:00;127480;127500;127430;127440;338;663;10
2020.11.24;10:29:00;127440;127540;127440;127450;411;824;10
2020.11.24;10:30:00;127440;127550;127440;127490;335;520;10
2020.11.24;10:31:00;127480;127550;127460;127510;208;362;10
2020.11.24;10:32:00;127520;127540;127440;127440;316;958;10
